Manuscript number 	Plate number- IAA inventory 	Fragment number (on IAA plate)	DJD- publication number
4Q303	-350	6	DJD20 pl.XIII
4Q306	-350	2	DJD36 pl.XIV:1
4Q306	-350	3	DJD36 pl.XIV:3
4Q306	-350	4	TINY FRAGMENTS
4Q306	-350	5	DJD36 pl.XIV:2
2Q18	-644	1	DJD3 pl.XV:2
2Q18	-644	4	DJD3 pl.XV:1
2Q17	-644	2	DJD3 pl.XV:2
2Q17	-644	5	DJD3 pl.XV:1
2Q19	-644	3	DJD3 pl.XV:
2Q20	-644	6	DJD3 pl.XV:2
2Q20	-644	8	DJD3 pl.XV:1
2Q20	-644	11	DJD3 pl.XV:3
2Q21	-644	7	DJD3 pl.XV:1
2Q21	-644	9	DJD3 pl.XV:2
2Q22	-644	10	DJD3 pl.XV
2Q23	-644	12	DJD3 pl.XV:1
2Q23	-644	13	DJD3 pl.XV:5
2Q23	-644	14	DJD3 pl.XV:4
2Q23	-644	15	DJD3 pl.XV:2
2Q23	-644	16	DJD3 pl.XV:3
2Q23	-644	17	DJD3 pl.XV:6
4Q332	(694/Rec)	7	DJD28 pl.XLI:
4Q322	(694/Rec)	8	DJD28 pl.XL:1
4Q322	(694/Rec)	9	DJD28 pl.XL:2
4Q322	(694/Rec)	10	DJD28 pl.XL:3
4Q322	(694/Rec)	5	DJD21 pl.V:
4Q322	(694/Rec)	6	DJD21 pl.V:A
4Q323	(694/Rec)	4	DJD21 pl.V:
4Q324	(694/Rec)	11	DJD21 pl.VI:1
4Q324	(694/Rec)	12	DJD21 pl.VI:2
4Q332	(694/Rec)	1	DJD36 pl.XVII:2
4Q332	(694/Rec)	2	DJD36 pl.XVII:1
4Q332	(694/Rec)	3	DJD36 pl.XVII:3
4Q407	-127	3	DJD11 pl.XXXI:1
4Q407	-127	4	DJD11 pl.XXXI:2
4Q413	-127	1	DJD20 pl.XIV
4Q413	-127	2	DJD20 pl.XIV
4Q352	-184	7	
4Q471	-129	8	DJD29 pl.XXVIII:1
4Q471	-129	10	DJD29 pl.XXVIII:a
4Q471	-129	11	DJD29 pl.XXVIII:2
4Q471	-129	12	DJD29 pl.XXVIII:d
4Q471	-129	5	DJD36 pl.XXXI
4Q471	-129	1	DJD36 pl.XXX:1
4Q471	-129	2	DJD36 pl.XXX:2
4Q471	-129	3	DJD36 pl.XXX:3
4Q472	-129	4	DJD36 pl.XXXI:1
4Q472	-129	6	DJD36 pl.XXXI:2
4Q471	-129	9	DJD29 pl.XXVIII:b
4Q471	-129	7	not found, tiny fragment
4Q472	-129	13	DJD35 pl.XII
4Q352	-184	8	
4Q160	-137	8	DJD5 pl.III:7
4Q160	-137	11	not found in publication
4Q304	-295	2	DJD20 pl.XIII
4Q305	-295	1	DJD20 pl.XIII
4Q307	-295	3	DJD36 pl.XIV:1
4Q307	-295	4	DJD36 pl.XIV:2
4Q307	-295	5	DJD36 pl.XIV:5
4Q307	-295	6	DJD36 pl.XIV:9
4Q307	-295	7	DJD36 pl.XIV:8
4Q307	-295	8	DJD36 pl.XIV:7
4Q307	-295	9	DJD36 pl.XIV:6
4Q448	-490	1	DJD11 pl.XXXII
4Q135	-212	2	DJD6 pl.XVI
4Q135	-212	4	DJD6 pl.XVI
4Q141	-212	3	DJD6 pl.XXII
4Q144	-212	6	DJD6 pl.XXIII
4Q145	-212	5	DJD6 pl.XXIII
4Q146	-212	1	DJD6 pl.XXIII
4Q352	-184	9	
4Q353	-184	11	
4Q358	-184	10	
4Q359	-184	12	
11Q10	-623	4	DJD23 pl.XV:27
11Q10	-630	3	DJD23 pl.XV:26
11Q10	-626	1	DJD23 pl.XV:24
11Q10	-626	2	DJD23 pl.XV:25
11Q1	(1039/3)	1	PHLS pl.12:C
11Q1	(1039/3)	2	PHLS pl.4:K
11Q1	(1039/3)	3	PHLS pl.4:J
11Q1	(1039/3)	4	PHLS pl.4:J
11Q1	(1039/3)	5	PHLS pl.12:D
11Q1	(1039/3)	6	PHLS pl.12:F
11Q1	(1039/3)	7	PHLS pl.6:M
11Q1	(1039/3)	8	PHLS pl.12:F
4Q261	-705	20	TINY FRAGMENT
4Q359	-184	13	
4Q360	-184	14	
4Q360	-184	15	
4Q107	-1119	1	DJD16 pl.XXV:1
4Q107	-1119	2	DJD16 pl.XXV:2
4Q107	-1119	3	DJD16 pl.XXV:3
4Q366	-257	4	DJD13 pl.XXXV:5
4Q511	-414	27	not found in publication
4Q256	-905	1	DJD26 pl.III:5a
4Q256	-905	2	DJD26 pl.III:5b
4Q256	-905	3	DJD26 pl.IV:6b
4Q256	-905	4	DJD26 pl.V:7b
4Q256	-905	5	DJD26 pl.V:7a
4Q256	-905	6	DJD26 pl.V:7c
4Q256	-905	7	DJD26 pl.V:8
4Q256	(905/1)	1	DJD26 pl.IV:6a
1Q28b-664	-664	11	DJD1 pl.XXVIII:23
4Q418	-498	30	DJD34 pl.XXV:220
4Q63	-1142	1	DJD15 pl.XXII:63
4Q360	-184	16	
4Q360	-184	17	
4Q360	-184	18	
4Q14	(1074/1)	2	DJD20 pl.XVIII:32
4Q14	(1074/1)	3	DJD20 pl.XVIII:34
4Q421	-512	17	DJD20 pl.XVI:13
4Q427	-116	1	DJD29 pl.IV:2
4Q427	-116	2	DJD29 pl.IV:3b
4Q427	-116	3	DJD29 pl.VI:13
4Q427	-116	4	DJD29 pl.VI:12
4Q427	-116	5	DJD29 pl.VI:15
4Q427	-116	6	DJD29 pl.VI:20
4Q427	-116	7	DJD29 pl.VI:17
4Q427	-116	8	DJD29 pl.IV:5
4Q427	-116	9	DJD29 pl.VI:20
4Q427	-116	10	DJD29 pl.VI:18
4Q427	-116	11	DJD29 pl.IV:4
4Q427	-116	12	DJD29 pl.VI:16
4Q427	-116	13	DJD29 pl.VI:19
4Q427	-116	14	DJD29 pl.VI:14
4Q427	-116	15	x
4Q427	-116	16	DJD29 pl.IV:6
4Q360	-184	19	
4Q360	-184	20	
11Q15	-576	1	DJD23 pl.XXIX:1
11Q6	-576	2	DJD23 pl.III:7c
11Q6	-576	3	DJD23 pl.III:4
11Q6	-576	4	DJD23 pl.III:5
11Q3	-576	5	DJD23 pl.II:1
4Q360	-184	21	
4Q360	-184	22	
4Q173	-290	1	DJD5 pl.XVIII:4
4Q173	-290	2	DJD5 pl.XVIII:2
4Q173	-290	3	DJD5 pl.XVIII:1
4Q173	-290	4	DJD5 pl.XVIII:3
4Q173	-290	5	TINY FRAGMENT
4Q341	-346	2	DJD36 pl. XVIII
4Q340	-346	1	DJD19 pl.XI
4Q360	-184	23	
4Q511	-417	17	DJD7 pl.LXXI:179
4Q511	-417	15	DJD7 pl.LXXI:165
4Q511	-417	16	DJD7 pl.LXXI:166
4Q511	-417	29	DJD7 pl.LXXI:181
4Q511	-417	31	DJD7 pl.LXXI:183
4Q511	-417	55	DJD7 pl.LXXI:207
4Q511	-417	56	DJD7 pl.LXXI:214
4Q511	-417	59	DJD7 pl.LXXI:216
4Q511	-417	60	DJD7 pl.LXXI:217
4Q511	-417	63	DJD7 pl.LXXI:221
4Q511	-417	64	DJD7 pl.LXXI:219
4Q360	-184	24	
4Q550	-430	1	DJD37 pl.I:2
4Q550	-430	2	DJD37 pl.I:4
4Q550	-430	3	DJD37 pl.I:1
4Q550	-430	4	DJD37 pl.I:5
4Q550	-430	5	DJD37 pl.I:5a
4Q360	-184	25	
4Q405	-518	31	DJD11 pl.XXIII:12
4Q405	-518	30	DJD11 pl.XXIII:12
4Q360	-184	26	
11Q17	-565	14	TINY FRAGMENTS
11Q17	-565	7	SMALL FRAGMENTS
1Q28	-663	1	DJD1 pl.XXII:28
4Q360	-184	27	
4Q360	-184	28	
4Q360	-184	29	
4Q360	-184	30	
1Q29	-663	6	TINY FRAGMENTS
1Q29	-663	7	SMALL FRAGMENTS
1Q29	-663	8	DJD1 pl.XXX:5+7
1Q29	-663	9	DJD1 pl.XXX:1
1Q29	-663	10	DJD1 pl.XXX:2
1Q29	-663	11	DJD1 pl.XXX:3
1Q29	-663	12	DJD1 pl.XXX:4
1Q29	-663	13	DJD1 pl.XXX:9
1Q29	-663	14	DJD1 pl.XXX:8
1Q29	-663	15	DJD1 pl.XXX:12
1Q29	-663	16	DJD1 pl.XXX:10
1Q29	-663	17	DJD1 pl.XXX:11
1Q29	-663	18	DJD1 pl.XXX:6
1Q29	-663	19	DJD1 pl.XXX:13
1Q29	-663	20	DJD1 pl.XXX:14
1Q29	-663	21	DJD1 pl.XXX:15
1Q29	-663	22	DJD1 pl.XXX:16
1Q29	-663	23	DJD1 pl.XXX:17
1Q29	-663	24	TINY FRAGMENTS
4Q360	-184	31	
4Q266	-706	2	TINY FRAGMENT
MUR164	-802	1	DJD2 pl.CIII:164a
MUR164	-802	2	DJD2 pl.CIII:164a
MUR164	-802	3	DJD2 pl.CIII:164a
MUR164	-802	4	DJD2 pl.CIII:164a
MUR164	-802	5	DJD2 pl.CIII:164a
MUR164	-802	6	DJD2 pl.CIII:164a
MUR164	-802	7	DJD2 pl.CIII:164a
MUR164	-802	8	DJD2 pl.CIII:164a
MUR164	-802	9	DJD2 pl.CIII:164a
MUR164	-802	10	DJD2 pl.CIII:164a
4Q203	-906	1	DJD36 pl.II:13
4Q361	-184	32	
4Q362	-901	25	
4Q73	-1112	1	DJD15 pl.XXXVIII:4+5
4Q73	-1112	2	DJD15 pl.XXXVIII:3
4Q83	-1148	1	DJD16 pl.II:20
4Q83	-1148	2	DJD16 pl.II:19
4Q83	-1148	3	DJD16 pl.I:9
4Q83	-1148	4	DJD16 pl.I:12,11
4Q83	-1148	5	DJD16 pl.II:14
4Q83	-1148	6	DJD16 pl.II:16
4Q83	-1148	7	DJD16 pl.I:4
4Q83	-1148	8	DJD16 pl.I:6
4Q83	-1148	9	DJD16 pl.I:13
4Q83	-1148	10	DJD16 pl.I:10
4Q83	-1148	11	DJD16 pl.II:17
4Q83	-1148	12	DJD16 pl.I:1
4Q83	-1148	13	DJD16 pl.II:18
4Q83	-1148	14	DJD16 pl.I:2
4Q83	-1148	15	DJD16 pl.I:5
4Q83	-1148	16	DJD16 pl.II:15
4Q83	-1148	17	DJD16 pl.I:3
4Q83	-1148	18	DJD16 pl.II:24
4Q364	-482	18	
4Q22	(1129/1)	1	DJD9 pl.XV:
4Q22	(1129/1)	2	DJD9 pl.XV
4Q22	(1129/1)	3	DJD9 pl.XV
4Q22	(1129/1)	4	DJD9 pl.XV
4Q22	(1129/1)	5	DJD9 pl.XV
4Q22	(1129/1)	6	DJD9 pl.XV
4Q364	-459	28	
4Q364	-482	23	
4Q365	-807	21	
4Q551	-158	1	DJD37 pl.III:3+4
4Q551	-158	2	DJD37 pl.III:1
4Q551	-158	3	DJD37 pl.III:2
4Q182	-160	1	DJD5 pl.XXVII:1
4Q182	-160	2	DJD5 pl.XXVII:2
4Q178	-160	3	DJD5 pl.XXV:2
4Q178	-160	4	DJD5 pl.XXV:4
4Q178	-160	5	DJD5 pl.XXV:3
4Q178	-160	6	DJD5 pl.XXV:1
4Q178	-160	7	DJD5 pl.XXV:6
4Q178	-160	8	DJD5 pl.XXV:5
4Q178	-160	9	DJD5 pl.XXV:8
4Q178	-160	10	DJD5 pl.XXV:6
4Q178	-160	11	DJD5 pl.XXV:13,11
4Q365	-459	41	
4Q178	-160	13	DJD5 pl.XXV:12
4Q178	-160	14	DJD5 pl.XXV:9
4Q178	-160	15	DJD5 pl.XXV:7
4Q178	-160	16	DJD5 pl.XXV:10
4Q365	-459	42	
4Q423	-185	1	DJD34 pl.XXX:3a
4Q423	-185	2	DJD34 pl.XXX:5a
4Q423	-185	3	DJD34 pl.XXX:5
4Q423	-185	4	DJD34 pl.XXX:5
4Q423	-185	5	DJD34 pl.XXX:6
4Q423	-185	6	DJD34 pl.XXXI:7
4Q423	-185	7	DJD34 pl.XXXI:8
4Q423	-185	8	DJD34 pl.XXXI:9
4Q423	-185	9	DJD34 pl.XXXI:10
4Q423	-185	10	DJD34 pl.XXXI:13
4Q423	-185	11	DJD34 pl.XXXI:14
4Q423	-185	12	DJD34 pl.XXXI:12
4Q423	-185	13	DJD34 pl.XXXI:11
4Q423	-185	14	DJD34 pl.XXXI:20
4Q423	-185	15	DJD34 pl.XXXI:15
4Q423	-185	16	DJD34 pl.XXXI:19
4Q423	-185	17	DJD34 pl.XXXI:18
4Q423	-185	18	DJD34 pl.XXXI:17
4Q423	-185	19	DJD34 pl.XXXI:16
4Q423	-185	20	DJD34 pl.XXXI:22
4Q423	-185	21	DJD34 pl.XXXI:23
4Q423	-185	22	DJD34 pl.XXXI:24
4Q423	-185	23	DJD34 pl.XXXI:21
4Q449	-186	3	DJD29 pl.XXVII:2
4Q449	-186	4	DJD29 pl.XXVII:1
4Q450	-186	2	DJD29 pl.XXVII:2
4Q450	-186	1	DJD29 pl.XXVII:1
4Q451	-186	8	DJD29 pl.XXVII
4Q452	-186	7	DJD29 pl.XXVII
4Q453	-186	6	DJD29 pl.XXVII
4Q454	-186	10	DJD29 pl.XXVII
4Q456	-186	5	DJD29 pl.XXVII:1
4Q456	-186	9	DJD29 pl.XXVII:2
4Q479	-186	12	DJD22 pl.XXVII:1
4Q479	-186	16	DJD22 pl.XXVII:2
4Q479	-186	17	DJD22 pl.XXVII:3
4Q480	-186	14	DJD22 pl.XXVII
4Q481	-186	13	DJD22 pl.XXVII
4Q481	-186	15	DJD22 pl.XXVII
4Q455	-186	11	DJD36 pl.XXIV
4Q365	-480	8	
4Q64	-250	5	DJD15 pl.XXII:3
4Q64	-250	9	DJD15 pl.XXII:5
4Q64	-250	13	DJD15 pl.XXII:4
4Q64	-250	14	DJD15 pl.XXII:1
4Q365	-460	35	
4Q58	-250	1	DJD15 pl.XIII:6
4Q58	-250	2	DJD15 pl.XIII:7
4Q58	-250	3	DJD15 pl.XIII:3
4Q58	-250	4	DJD15 pl.XIII:2
4Q58	-250	6	DJD15 pl.XIII:8
4Q58	-250	10	DJD15 pl.XIII:8
4Q58	-250	12	DJD15 pl.XIII:10
4Q58	-250	11	DJD15 pl.XIII:9
4Q58	-250	7	DJD15 pl.XIII:4
4Q58	-250	8	DJD15 pl.XIII:5
4Q350	(254/Vrs)	9	DJD36 pl.XX
4Q62	-261	1	DJD15 pl.XXI:2
4Q62	-261	7	DJD15 pl.XXI:1
4Q65	-261	6	DJD15 pl.XXII:1,2
4Q62	-261	8	DJD15 pl.XXI:2
4Q66	-261	4	DJD15 pl.XXII:2
4Q66	-261	9	DJD15 pl.XXII:1
4Q66	-261	11	DJD15 pl.XXII:2
4Q66	-261	12	DJD15 pl.XXII:4,5
4Q372	-337	24	
4Q378	-168	17	
4Q379	-479	17	
4Q381	-471	6	
4Q67	-261	10	DJD15 pl.XXIII
4Q68	-261	2	DJD15 pl.XXIII:1
4Q69	-261	3	DJD15 pl.XXIII:1
4Q69	-261	5	DJD15 pl.XXIII:2
4Q201	-904	13	DJD36 pl.I:7
4Q22	-1005	2	DJD9 pl.VII
4Q113	-1121	1	DJD16 pl.XXXII:1
4Q113	-1121	2	DJD16 pl.XXXII:4
4Q113	-1121	3	DJD16 pl.XXXII:3
4Q113	-1121	4	DJD16 pl.XXXII:7
4Q113	-1121	5	DJD16 pl.XXXII:6
4Q113	-1121	6	DJD16 pl.XXXII:5
4Q113	-1121	7	DJD16 pl.XXXII:8
11Q14	(607/1)	1	DJD23 pl.XXVIII:1
4Q381	-472	23	
4Q203	-188	2	DJD36 pl.II:9-10
4Q204	-188	1	BE pl.XIV:a
4Q204	-188	3	BE pl.XV:b
4Q204	-188	4	BE pl.XIV:a
11Q10	-638	1	DJD23 pl.XVI-XX:
4Q274	-182	2	DJD35 pl.VIII:3
4Q274	-182	5	DJD35 pl.VIII:3
4Q3	-393	5	DJD12 pl.IX:3
4Q3	-393	7	small fragment
4Q10	-393	1	DJD12 pl.XII:5
4Q10	-393	2	DJD12 pl.XII:1
4Q10	-393	3	DJD12 pl.XII:2
4Q10	-393	4	DJD12 pl.XII:3
4Q10	-393	6	DJD12 pl.XII:4
4Q381	-478	3	
4Q34	-400	1	DJD14 pl.XVI:6
4Q34	-400	2	DJD14 pl.XVI:1
4Q34	-400	3	DJD14 pl.XVI:7
4Q34	-400	4	DJD14 pl.XVI:8
4Q34	-400	5	DJD14 pl.XVI:9
4Q34	-400	6	DJD14 pl.XVI:2
4Q34	-400	7	DJD14 pl.XVI:3
4Q34	-400	8	DJD14 pl.XVI:10
4Q34	-400	9	DJD14 pl.XVI:11
4Q34	-400	10	DJD14 pl.XVI:4
4Q34	-400	11	DJD14 pl.XVI:5
4Q265	-308	1	DJD35 pl.V:1
4Q265	-308	2	DJD35 pl.V:2
4Q265	-308	3	DJD35 pl.V:3
4Q265	-308	4	DJD35 pl.V:3
4Q265	-308	5	DJD35 pl.VI:5
4Q265	-308	6	DJD35 pl.VI:5
4Q265	-308	7	DJD35 pl.VI:5
4Q265	-308	8	DJD35 pl.VI:5
4Q265	-308	9	DJD35 pl.VI:5a
4Q265	-308	10	not found in publication
4Q265	-308	11	DJD35 pl.VII:6
4Q215a	-371	7	TINY FRAGMENTS
4Q541	-147	14	TINY FRAGMENTS
4Q84	(999/1)	1	DJD16 pl.IV:20; DJD16 pl.V:23
4Q84	(999/1)	2	DJD31 pl.IV:17,18,19
4Q84	(999/1)	3	DJD31 pl.IV:21
4Q84	(999/1)	4	DJD31 pl.IV:22
4Q415	(488/Rec)	1	DJD35 pl.XI:1;DJD34 pl.I:1
4Q415	(488/Rec)	2	DJD35 pl.XII:11;DJD34 pl.I:6
4Q415	(488/Rec)	3	DJD35 pl.XII:10; DJD34 pl.I:3
4Q415	(488/Rec)	4	DJD35 pl.XII:8;DJD34 pl.I:4
4Q415	(488/Rec)	5	DJD35 pl.XII:9;DJD34 pl.I:5
4Q415	(488/Rec)	6	DJD35 pl.XI:7;DJD34 pl.I:6
4Q415	(488/Rec)	7	DJD35 pl.I:8;DJD34 pl.I:8
4Q415	(488/Rec)	8	DJD35 pl.XII:12;DJD34 pl.I:7
4Q415	(488/Rec)	9	DJD35 pl.XII:13;DJD34 pl.II:11
4Q415	(488/Rec)	10	DJD35 pl.XI:5;DJD34 pl.II:10
4Q381	-478	4	
4Q381	-471	25	
4Q381	-472	24	
4Q531	-205	56	DJD37 pl.XXVI:49
4Q531	-205	57	DJD37 pl.XXVI:50
4Q531	-205	63	DJD37 pl.XXVI:51
4Q531	-205	65	DJD37 pl.XXVI:48
4Q213	-205	7	DJD37 pl.XXVI
4Q555	-205	19	DJD37 pl.VII:1a,1b
4Q555	-205	21	DJD37 pl.VII:2
4Q555	-205	23	DJD37 pl.VII:3
4Q584	-205	1	DJD37 pl.XXIII:i
4Q584	-205	4	DJD37 pl.XXIII:e
4Q584	-205	6	DJD37 pl.XXIII:h
4Q584	-205	8	DJD37 pl.XXIII:k
4Q584	-205	9	DJD37 pl.XXIII:l3
4Q584	-205	10	DJD37 pl.XXIII:l2
4Q584	-205	11	DJD37 pl.XXIII:l1
4Q584	-205	12	DJD37 pl.XXIII:m
4Q584	-205	14	DJD37 pl.XXIII:n
4Q584	-205	15	DJD37 pl.XXIII:b
4Q584	-205	16	DJD37 pl.XXIII:a
4Q584	-205	17	DJD37 pl.XXIII:o
4Q584	-205	18	DJD37 pl.XXIII:c
4Q584	-205	20	DJD37 pl.XXIII:q
4Q584	-205	24	DJD37 pl.XXIII:r2
4Q584	-205	25	DJD37 pl.XXIII:r1
4Q584	-205	22	DJD37 pl.XXIII:p
4Q584	-205	26	DJD37 pl.XXIII:u
4Q584	-205	28	DJD37 pl.XXIII:s
4Q584	-205	29	DJD37 pl.XXIII:t
4Q584	-205	37	DJD37 pl.XXIII:v
4Q584	-205	42	DJD37 pl.XXIII:f
4Q584	-205	13	DJD37 pl.XXIII:d
4Q585	-205	30	DJD37 pl.XXIV:g
4Q585	-205	31	DJD37 pl.XXIV:f
4Q585	-205	32	DJD37 pl.XXIV:d
4Q585	-205	33	DJD37 pl.XXIV:e
4Q585	-205	34	DJD37 pl.XXIV:b
4Q585	-205	35	DJD37 pl.XXIV:c
4Q585	-205	36	DJD37 pl.XXIV:a
4Q585	-205	39	DJD37 pl.XXIV:l
4Q585	-205	40	DJD37 pl.XXIV:n
4Q585	-205	41	DJD37 pl.XXIV:m
4Q585	-205	43	DJD37 pl.XXIV:k
4Q585	-205	44	DJD37 pl.XXIV:p
4Q585	-205	45	DJD37 pl.XXIV:o
4Q585	-205	47	DJD37 pl.XXIV:i
4Q585	-205	48	DJD37 pl.XXIV:j
4Q585	-205	52	DJD37 pl.XXIV:r
4Q585	-205	53	DJD37 pl.XXIV:A
4Q585	-205	59	DJD37 pl.XXIV:C
4Q585	-205	58	DJD37 pl.XXIV:t
4Q585	-205	60	DJD37 pl.XXIV:v
4Q585	-205	69	DJD37 pl.XXIV:w
4Q382	-338	1	
4Q382	-339	27	
4Q185	-801	7	DJD5 pl.XXIX:3
4Q382	-338	2	
4Q514	-154	1	DJD7 pl.LXXIV:1
4Q514	-154	2	DJD7 pl.LXXIV:2
4Q514	-154	3	DJD7 pl.LXXIV:3
4Q382	-338	3	
Mas 1f	(*81)	1	Masada VI Illustration 10, page 93
Mas 1f	(*81)	2	Masada VI Illustration 10, page 93
4Q382	-338	4	
MUR1	-832	1	DJD2 pl.XXI:6
MUR1	-832	2	DJD2 pl.XXI:7
MUR2	-832	3	DJD2 pl.XXI:1
MUR2	-832	4	DJD2 pl.XXI:2
MUR2	-832	5	DJD2 pl.XXI:3
4Q200	-850	1	DJD19 pl.X:7i
4Q200	-850	2	DJD19 pl.X:6
4Q200	-850	3	DJD19 pl.X:7ii(b)
4Q200	-850	4	DJD19 pl.X:8
4Q200	-850	5	DJD19 pl.X:9
4Q200	-850	6	DJD19 pl.X:4
4Q200	-850	7	DJD19 pl.X:5
4Q200	-850	8	DJD19 pl.X:3
4Q186	-109	1	DJD5 pl.XXXI:1
4Q186	-109	2	DJD5 pl.XXXI:1
4Q186	-109	3	DJD5 pl.XXXI:2
4Q382	-338	5	
4Q382	-338	6	
4Q382	-338	7	
4Q186	-109	7	DJD5 pl. XXXI:3
4Q186	-109	8	DJD5 pl. XXXI:3
4Q382	-338	8	
4Q156	-299	3	TINY FRAGMENT
4Q184	-287	6	TINY FRAGMENTS
4Q382	-338	9	
Mas 1e	(*237)	1	Masada VI, Ill.9
4Q382	-338	10	
4Q88	-436	3	DJD15 pl.XIV:11
4Q382	-338	11	
11Q8	-580	12	DJD23 pl.VIII:16
11Q20	-580	1	DJD23 pl.XLV:25
11Q20	-580	2	DJD23 pg.409:43 (no photo)
11Q20	-580	3	DJD23 pl.XLII:4
11Q20	-580	4	DJD23 pl.XLI:1b
11Q20	-580	5	DJD23 pl.XLIII:11a
11Q20	-580	6	DJD23 pl.XLV:21
11Q20	-580	7	DJD23 pl.XLV:23b
4Q382	-338	12	
11Q20	-580	9	DJD23 pl.XLVII:30
11Q20	-580	10	DJD23 pl.XLV:23c
11Q20	-580	11	DJD23 pl.XLV:23a
4Q265	-307	1	DJD35 pl.VI:4i+4ib
4Q265	-307	2	DJD35 pl.VI:4i+4ia
4Q265	-307	3	DJD35 pl.VI:4ii
4Q382	-338	13	
4Q382	-338	14	
4Q382	-338	15	
4Q204	-200	8	BE pl.XIII:m
4Q382	-338	16	
4Q27	(1085b)	6	DJD12 pl.XLV:57
4Q27	(1085b)	7	DJD12 pl.XLV:58d
4Q27	(1085b)	8	DJD12 pl.XLV:59
4Q27	(1085b)	9	DJD12 pl.XLV:58e
4Q382	-338	17	
4Q228	-309	1	DJD13 pl.XII:1c
4Q228	-309	2	DJD13 pl.XII:1e
4Q228	-309	3	DJD13 pl.XII:2
4Q228	-309	4	DJD13 pl.XII:1d
4Q228	-309	5	DJD13 pl.XII:5
4Q228	-309	6	DJD13 pl.XII:4
4Q228	-309	7	DJD13 pl.XII:1b
4Q209	-856	19	DJD36 pl.VII:39
4Q382	-338	18	
11Q20	-607	1	DJD23 pl.XLII:10d
11Q14	-607	2	DJD23 pl.XXVII:3
11Q20	-607	3	DJD23 pl.XLVII:41
4Q154	-813	1	DJD6 pl.XXVI:154
4Q382	-338	19	
4Q174	-281	24	DJD5 pl.XX:25
4Q174	-281	25	DJD5 pl.XX:22
4Q317	-900	1	DJD28 pl.LVIII:50
4Q317	-900	2	DJD28 pl.LVIII:54
4Q317	-900	3	DJD28 pl.LVIII:53
4Q317	-900	4	DJD28 pl.LVIII:49
4Q317	-900	5	DJD28 pl.LVIII:51
4Q317	-900	6	DJD28 pl.LVIII:48
4Q317	-900	7	DJD28 pl.LVIII:47
4Q317	-900	8	DJD28 pl.LVIII:55
4Q317	-900	9	DJD28 pl.LVIII:57
4Q317	-900	10	DJD28 pl.LVIII:56
4Q317	-900	11	DJD28 pl.LVIII:58
4Q317	-900	12	DJD28 pl.LVIII:60
4Q317	-900	13	DJD28 pl.LVIII:62
4Q317	-900	14	DJD28 pl.LVIII:61
4Q317	-900	15	DJD28 pl.LVIII:63
4Q317	-900	16	DJD28 pl.LVIII:64
4Q317	-900	17	DJD28 pl.LVIII:59
4Q317	-900	18	DJD28 pl.LVIII:67
4Q317	-900	19	DJD28 pl.LVIII:68
4Q317	-900	20	DJD28 pl.LVIII:65
4Q317	-900	21	DJD28 pl.LVIII:69
4Q317	-900	22	DJD28 pl.LVIII:70
4Q317	-900	23	DJD28 pl.LVIII:66
4Q317	-900	24	DJD28 pl.LVIII:72
4Q317	-900	25	DJD28 pl.LVIII:71
4Q317	-900	26	DJD28 pl.LVIII:73
4Q317	-900	27	DJD28 pl.LVIII:75
4Q317	-900	28	DJD28 pl.LVIII:74
4Q313	-900	29	DJD36 pl.XLIX:1
4Q313	-900	30	DJD36 pl.XLIX:2
4Q317	-900	31	DJD28 pl.LVIII:76
4Q317	-900	32	DJD28 pl.LVIII:77
4Q313	-900	33	DJD36 pl.XLIX:313b
11Q6	(621b)	1	DJD23 pl.III:7d
11Q6	(621b)	4	DJD23 pl.III:7b
11Q6	(621b)	12	DJD23 pl.III:6
11Q6	(621b)	13	DJD23 pl.III:7a
11Q6	(621b)	26	DJD23 pl.III:7e
4Q382	-338	20	
11Q7	(621b)	20	DJD23 pl.VI:10
11Q8	(621b)	2	DJD23 pl.VIII:14
11Q8	(621b)	6	DJD23 pl.VII:5
11Q8	(621b)	10	DJD23 pl.VIII:12f
11Q8	(621b)	16	DJD23 pl.VII:8
11Q12	(621b)	18	DJD23 pl.XXVI:10
11Q12	(621b)	21	DJD23 pl.XXVI:1a
11Q12	(621b)	24	DJD23 pl.XXVI:4
11Q12	(621b)	25	DJD23 pl.XXVI:6
11Q13	(621b)	8	DJD23 pl.XXVII:10
11Q15	(621b)	22	DJD23 pl.XXIX:4
11Q17	(621b)	27	DJD23 pl.XXXIV:32
11Q20	(621b)	3	DJD23 pl.XLII:5
11Q20	(621b)	11	DJD23 pl.XLIV:18
11Q20	(621b)	14	DJD23 pl.XLVII:33a
11Q20	(621b)	23	DJD23 pl.XLVI:27
11Q20	(621b)	7	DJD23 pl.XLVII:40
11Q25	(621b)	17	DJD23 pl.XLIX:3
11Q26	(621b)	15	DJD23 pl.XLIX:1
11Q30	(621b)	5	DJD23 pl.L:5
11Q30	(621b)	9	DJD23 pl.L:3
11Q30	(621b)	29	DJD23 pl.L:2
11Q17	-618	2	DJD23 pl.XXXIII:25
11Q17	-618	3	DJD23 pl.XXXIII:24
11Q17	-618	4	DJD23 pl.XXXIII:23
4Q294	-618	1	DJD36 pl.XIV:
4Q469	-519	1	DJD36 pl.XXX:3
4Q469	-519	2	DJD36 pl.XXX:1
4Q469	-519	3	DJD36 pl.XXX:2
4Q469	-519	4	DJD36 pl.XXX:10
4Q469	-519	5	DJD36 pl.XXX:4
4Q469	-519	6	DJD36 pl.XXX:5
